date,slot,home,away,prediction,actual_winner,correct,confidence,ml_home_prob,ml_away_prob,ml_intervened,pattern_reason,home_win_desc,away_win_desc,slot_fav_desc,bm_label,actual,home_score,away_score,winner
2026-05-15,4.0,NC Dinos,Kiwoom Heroes,AWAY(0),AWAY(0),1.0,0.818,0.5,0.5,,배당↑팀이김 9/11(82%) : Kiwoom Heroes (팀패턴일치: 홈 패 패턴(85%) (원정 불규칙) ※정배패턴충돌(정배승 18경기(홈정배))),다수결 ↓0 53/74(68%),균형(43↑:35↓) → 불규칙,[010000011001010000] 반접기[00|11] + 꼬리[001010000]=끝2연속0→1,배당↑팀이김 9/11(82%) : Kiwoom Heroes,,,,
2026-05-15,5.0,SSG Landers,LG Twins,HOME(1),AWAY(0),0.0,1.0,0.535,0.465,,배당↓팀이김 11/11(100%) : SSG Landers (팀패턴일치: 슬롯정배패턴(역배승 18경기(원정정배))),다수결 ↓0 74/90(80%),다수결 ↓0 48/84(57%),[100000101000110110] Mirror [1|0],배당↓팀이김 11/11(100%) : SSG Landers,,,,
2026-05-16,1.0,KT Wiz Suwon,Hanwha Eagles,AWAY(0),AWAY(0),1.0,0.594,0.55,0.45,,원정 승 패턴(78%) (홈 불규칙) ※정배패턴충돌(역배승 18경기(원정정배)),균형(26↑:32↓) → 불규칙,다수결 ↑1 43/68(62%),런분할 [10]=Mirror + [1101011100010100]=팰린드롬(중심=0) → 다음=0,배당↓팀이김 5/7(71%) (방향미확인),,,,
2026-05-16,2.0,Doosan Bears,Lotte Giants,AWAY(0),HOME(1),0.0,0.82,0.465,0.535,,홈 승 패턴(85%) + 원정 패 패턴(85%) ※정배패턴충돌(역배승 18경기(홈정배)),다수결 ↑1 56/81(67%),다수결 ↓0 84/97(86%),[011101011001101011] 반접기[01|10] + 꼬리[01101011]=끝2연속1→0,배당↑팀이김 5/7(71%) (방향미확인),,,,
2026-05-16,3.0,Samsung Lions,KIA Tigers,HOME(1),HOME(1),1.0,0.785,0.59,0.41,,홈 승 패턴(85%) + 원정 패 패턴(78%) ※정배패턴충돌(역배승 18경기(홈정배)),다수결 ↑1 64/74(84%),다수결 ↓0 52/63(84%),[110000101110110110] Mirror [1|0],불명확 4/3,,,,
2026-05-16,4.0,NC Dinos,Kiwoom Heroes,HOME(1),HOME(1),1.0,0.71,0.425,0.575,,원정 패 패턴(85%) (홈 불규칙) + 정배패턴일치(정배승 18경기(홈정배)),균형(43↑:41↓) → 불규칙,다수결 ↓0 75/87(84%),[100000110010100000] 반접기[00|11] + 꼬리[0010100000]=끝2연속0→1,배당↓팀이김 11/11(100%) (방향미확인),,,,
2026-05-16,5.0,SSG Landers,LG Twins,AWAY(0),HOME(1),0.0,0.65,0.585,0.415,,홈 승 패턴(85%) (원정 불규칙) ※정배패턴충돌(정배승 18경기(원정정배)),다수결 ↑1 50/79(61%),균형(35↑:49↓) → 불규칙,[000001010001101101] Mirror [0|1],불명확 5/7,,,,
2026-05-17,1.0,Doosan Bears,Lotte Giants,AWAY(0),HOME(1),0.0,0.88,0.565,0.435,,홈 승 패턴(85%) + 원정 패 패턴(85%) + 정배패턴일치(역배승 18경기(원정정배)),다수결 ↑1 56/81(67%),다수결 ↓0 84/97(86%),런분할 [10]=Mirror + [1101011100010100]=팰린드롬(중심=0) → 다음=0,배당↓팀이김 6/8(75%) (방향미확인),,,,
2026-05-17,2.0,KT Wiz Suwon,Hanwha Eagles,HOME(1),HOME(1),1.0,0.594,0.525,0.475,,원정 승 패턴(78%) (홈 불규칙) ※정배패턴충돌(역배승 18경기(원정정배)),균형(26↑:32↓) → 불규칙,다수결 ↑1 43/68(62%),[011101011001101011] 반접기[01|10] + 꼬리[01101011]=끝2연속1→0,배당↑팀이김 5/7(71%) (방향미확인),,,,
2026-05-17,3.0,Samsung Lions,KIA Tigers,AWAY(0),AWAY(0),1.0,0.785,0.56,0.44,,홈 승 패턴(85%) + 원정 패 패턴(78%) ※정배패턴충돌(역배승 18경기(홈정배)),다수결 ↑1 64/74(84%),다수결 ↓0 52/63(84%),[110000101110110110] Mirror [1|0],불명확 3/4,,,,
2026-05-17,4.0,NC Dinos,Kiwoom Heroes,AWAY(0),AWAY(0),1.0,0.71,0.365,0.635,,원정 패 패턴(85%) (홈 불규칙) + 정배패턴일치(정배승 18경기(홈정배)),균형(43↑:41↓) → 불규칙,다수결 ↓0 75/87(84%),[100000110010100000] 반접기[00|11] + 꼬리[0010100000]=끝2연속0→1,배당↓팀이김 11/11(100%) (방향미확인),,,,
2026-05-17,5.0,SSG Landers,LG Twins,AWAY(0),AWAY(0),1.0,0.65,0.565,0.435,,홈 승 패턴(85%) (원정 불규칙) ※정배패턴충돌(정배승 18경기(원정정배)),다수결 ↑1 50/79(61%),균형(35↑:49↓) → 불규칙,[000001010001101101] Mirror [0|1],불명확 7/5,,,,
2026-05-19,1.0,Doosan Bears,NC Dinos,AWAY(0),HOME(1),0.0,0.82,0.49,0.51,,홈 패 패턴(85%) + 원정 승 패턴(85%) ※정배패턴충돌(역배승 18경기(원정정배)),다수결 ↓0 65/100(63%),다수결 ↑1 64/102(60%),[110101110001010110] Mirror [1|0],배당↓팀이김 11/12(92%) (방향미확인),,,,
2026-05-19,2.0,Hanwha Eagles,Lotte Giants,AWAY(0),AWAY(0),1.0,0.75,0.595,0.405,,슬롯정배패턴(역배승 18경기(홈정배)),다수결 ↑1 72/89(79%),다수결 ↑1 59/66(90%),[110101100110101100] Mirror [11|00],배당↓팀이김 11/12(92%) (방향미확인),,,,
2026-05-19,3.0,KIA Tigers,LG Twins,HOME(1),HOME(1),1.0,0.71,0.5,0.5,,원정 패 패턴(85%) (홈 불규칙) + 정배패턴일치(정배승 18경기(홈정배)),균형(42↑:41↓) → 불규칙,다수결 ↓0 83/104(78%),[000010111011011101] Mirror [0|1],배당↑팀이김 7/10(70%) (방향미확인),,,,
2026-05-19,4.0,Kiwoom Heroes,SSG Landers,AWAY(0),HOME(1),0.0,0.885,0.48,0.52,,홈 패 패턴(86%) + 원정 승 패턴(85%) + 정배패턴일치(정배승 18경기(원정정배)),다수결 ↓0 97/108(89%),다수결 ↑1 99/122(80%),[000011001010000101] Mirror [0|1],배당↑팀이김 13/13(100%) (방향미확인),,,,
2026-05-19,5.0,Samsung Lions,KT Wiz Suwon,HOME(1),HOME(1),1.0,0.88,0.415,0.585,,홈 승 패턴(85%) + 원정 패 패턴(85%) + 정배패턴일치(정배승 18경기(홈정배)),다수결 ↑1 90/97(92%),다수결 ↓0 70/86(79%),[000101000110110101] Mirror [0|1],불명확 6/7,,,,
2026-05-20,1.0,Doosan Bears,NC Dinos,AWAY(0),Postp,,0.845,0.445,0.555,,홈 패 패턴(85%) + 원정 승 패턴(78%) + 정배패턴일치(역배승 18경기(홈정배)),다수결 ↓0 73/105(68%),다수결 ↑1 34/61(55%),[101011100010101100] Mirror [11|00],배당↓팀이김 9/11(82%) (방향미확인),,,,
2026-05-20,2.0,Hanwha Eagles,Lotte Giants,HOME(1),Postp,,0.88,0.505,0.495,,홈 승 패턴(85%) + 원정 패 패턴(85%) + 정배패턴일치(정배승 18경기(홈정배)),다수결 ↑1 41/59(66%),다수결 ↓0 68/93(71%),[101011001101011001] Mirror [0|1],배당↓팀이김 13/13(100%) (방향미확인),,,,
2026-05-20,3.0,KIA Tigers,LG Twins,AWAY(0),Postp,,0.805,0.43,0.57,,홈 패 패턴(82%) + 원정 승 패턴(85%) ※정배패턴충돌(역배승 18경기(원정정배)),다수결 ↓0 46/77(62%),다수결 ↑1 74/111(65%),[000101110110111010] Mirror [1|0],배당↓팀이김 10/11(91%) (방향미확인),,,,
2026-05-20,4.0,Kiwoom Heroes,SSG Landers,AWAY(0),HOME(1),0.0,0.75,0.445,0.555,,홈 패 패턴(78%) + 원정 승 패턴(78%) ※정배패턴충돌(역배승 18경기(원정정배)),다수결 ↓0 36/50(71%),다수결 ↑1 59/66(90%),[000110010100001010] Mirror [1|0],배당↓팀이김 13/13(100%) (방향미확인),,,,
2026-05-20,5.0,Samsung Lions,KT Wiz Suwon,AWAY(0),Postp,,0.65,0.44,0.56,,홈 패 패턴(85%) (원정 불규칙) ※정배패턴충돌(역배승 18경기(원정정배)),다수결 ↓0 63/97(63%),균형(41↑:41↓) → 불규칙,[001010001101101010] Mirror [1|0],배당↓팀이김 13/13(100%) (방향미확인),,,,
2026-05-21,1.0,Doosan Bears,NC Dinos,AWAY(0),HOME(1),0.0,0.815,0.39,0.61,,홈 패 패턴(85%) + 원정 승 패턴(78%),다수결 ↓0 73/105(68%),다수결 ↑1 34/61(55%),균형(35↑:28↓) → 불규칙,배당↓팀이김 9/10(90%) (방향미확인),,,,
2026-05-21,2.0,Hanwha Eagles,Lotte Giants,HOME(1),AWAY(0),0.0,0.85,0.445,0.555,,홈 승 패턴(85%) + 원정 패 패턴(85%),다수결 ↑1 41/59(66%),다수결 ↓0 68/93(71%),균형(46↑:43↓) → 불규칙,배당↓팀이김 13/13(100%) (방향미확인),,,,
2026-05-21,3.0,KIA Tigers,LG Twins,AWAY(0),AWAY(0),1.0,0.805,0.425,0.575,,홈 패 패턴(82%) + 원정 승 패턴(85%) ※정배패턴충돌(정배승 18경기(홈정배)),다수결 ↓0 46/77(62%),다수결 ↑1 74/111(65%),다수결 ↑1 47/64(70%),배당↓팀이김 10/11(91%) (방향미확인),,,,
2026-05-21,4.0,Kiwoom Heroes,SSG Landers,AWAY(0),HOME(1),0.0,0.75,0.465,0.535,,홈 패 패턴(78%) + 원정 승 패턴(78%) ※정배패턴충돌(역배승 18경기(원정정배)),다수결 ↓0 49/80(61%),다수결 ↑1 54/80(68%),다수결 ↓0 28/47(58%),배당↓팀이김 9/12(75%) (방향미확인),,,,
2026-05-21,5.0,Samsung Lions,KT Wiz Suwon,AWAY(0),HOME(1),0.0,0.65,0.49,0.51,,홈 패 패턴(85%) (원정 불규칙) ※정배패턴충돌(정배승 18경기(홈정배)),다수결 ↓0 63/97(63%),균형(41↑:41↓) → 불규칙,다수결 ↑1 76/103(71%),배당↓팀이김 13/13(100%) (방향미확인),,,,
2026-05-22,1.0,Hanwha Eagles,Doosan Bears,AWAY(0),HOME(1),0.0,0.71,0.67,0.33,,홈 패 패턴(85%) (원정 불규칙) + 정배패턴일치(역배승 18경기(홈정배)),다수결 ↓0 62/98(62%),균형(44↑:40↓) → 불규칙,다수결 ↓0 61/98(62%),배당↓팀이김 11/13(85%) (방향미확인),,,,
2026-05-22,2.0,KIA Tigers,SSG Landers,HOME(1),HOME(1),1.0,0.66,0.66,0.34,,팀승패 충돌 (둘 다 패 예측),다수결 ↓0 58/89(66%),다수결 ↓0 59/91(63%),균형(49↑:42↓) → 불규칙,배당↑팀이김 9/11(82%) (방향미확인),,,,
2026-05-22,3.0,LG Twins,Kiwoom Heroes,AWAY(0),AWAY(0),1.0,0.785,0.785,0.215,,홈 패 패턴(78%) + 원정 승 패턴(85%) ※정배패턴충돌(정배승 18경기(홈정배)),다수결 ↓0 58/86(68%),다수결 ↑1 46/66(66%),다수결 ↑1 19/22(86%),배당↓팀이김 10/14(71%) (방향미확인),,,,
2026-05-22,4.0,KT Wiz Suwon,NC Dinos,HOME(1),HOME(1),1.0,0.75,0.69,0.31,,슬롯정배패턴(역배승 18경기(원정정배)),다수결 ↓0 36/62(58%),다수결 ↓0 61/84(69%),다수결 ↓0 30/50(62%),배당↓팀이김 12/14(86%) (방향미확인),,,,
2026-05-22,5.0,Lotte Giants,Samsung Lions,HOME(1),AWAY(0),0.0,0.82,0.615,0.385,,홈 승 패턴(85%) + 원정 패 패턴(85%) ※정배패턴충돌(역배승 18경기(홈정배)),다수결 ↑1 57/98(57%),다수결 ↓0 58/86(68%),다수결 ↓0 73/113(62%),배당↓팀이김 14/14(100%) (방향미확인),,,,
2026-05-23,1.0,LG Twins,Kiwoom Heroes,HOME(1),HOME(1),1.0,0.84,0.45,0.55,,홈 승 패턴(86%) + 원정 패 패턴(82%),다수결 ↑1 97/129(74%),다수결 ↓0 44/78(57%),균형(45↑:41↓) → 불규칙,배당↑팀이김 9/9(100%) (방향미확인),,,,
2026-05-23,2.0,Hanwha Eagles,Doosan Bears,AWAY(0),HOME(1),0.0,0.65,0.415,0.585,,홈 패 패턴(85%) (원정 불규칙) ※정배패턴충돌(역배승 18경기(원정정배)),다수결 ↓0 53/93(56%),균형(46↑:48↓) → 불규칙,다수결 ↓0 80/96(81%),배당↑팀이김 10/12(83%) (방향미확인),,,,
2026-05-23,3.0,KIA Tigers,SSG Landers,AWAY(0),HOME(1),0.0,0.626,0.5,0.5,,원정 승 패턴(82%) (홈 불규칙) ※정배패턴충돌(정배승 18경기(홈정배)),균형(42↑:35↓) → 불규칙,다수결 ↑1 48/78(63%),다수결 ↑1 54/61(88%),배당↑팀이김 11/11(100%) (방향미확인),,,,
2026-05-23,4.0,KT Wiz Suwon,NC Dinos,HOME(1),HOME(1),1.0,0.75,0.66,0.34,,슬롯정배패턴(역배승 18경기(원정정배)),다수결 ↓0 77/88(86%),다수결 ↓0 52/78(66%),다수결 ↓0 51/57(87%),배당↑팀이김 11/12(92%) (방향미확인),,,,
2026-05-23,5.0,Lotte Giants,Samsung Lions,HOME(1),HOME(1),1.0,0.75,0.635,0.365,,슬롯정배패턴(역배승 18경기(원정정배)),다수결 ↑1 63/105(60%),다수결 ↑1 49/80(64%),다수결 ↓0 53/61(88%),배당↓팀이김 13/14(93%) (방향미확인),,,,
2026-05-24,1.0,Hanwha Eagles,Doosan Bears,AWAY(0),HOME(1),0.0,0.71,0.685,0.315,,원정 승 패턴(85%) (홈 불규칙) + 정배패턴일치(역배승 18경기(홈정배)),균형(41↑:44↓) → 불규칙,다수결 ↑1 76/101(74%),다수결 ↓0 41/44(93%),배당↑팀이김 13/14(93%) (방향미확인),,,,
2026-05-24,2.0,KIA Tigers,SSG Landers,HOME(1),HOME(1),1.0,0.65,0.7,0.3,,홈 승 패턴(85%) (원정 불규칙) ※정배패턴충돌(역배승 18경기(홈정배)),다수결 ↑1 40/67(57%),균형(42↑:48↓) → 불규칙,다수결 ↓0 93/115(79%),배당↓팀이김 14/14(100%) (방향미확인),,,,
2026-05-24,3.0,LG Twins,Kiwoom Heroes,HOME(1),HOME(1),1.0,0.594,0.635,0.365,,홈 승 패턴(78%) (원정 불규칙) ※정배패턴충돌(역배승 18경기(홈정배)),다수결 ↑1 57/86(67%),균형(37↑:28↓) → 불규칙,다수결 ↓0 44/63(67%),배당↓팀이김 14/15(93%) (방향미확인),,,,
2026-05-24,4.0,KT Wiz Suwon,NC Dinos,HOME(1),AWAY(0),0.0,0.702,0.425,0.575,,원정 패 패턴(84%) (홈 불규칙) + 정배패턴일치(역배승 18경기(원정정배)),균형(43↑:39↓) → 불규칙,다수결 ↓0 67/90(75%),다수결 ↓0 52/55(94%),배당↑팀이김 14/15(93%) (방향미확인),,,,
2026-05-26,1.0,Doosan Bears,KT Wiz Suwon,AWAY(0),AWAY(0),1.0,0.75,0.485,0.515,,슬롯정배패턴(역배승 18경기(홈정배)),다수결 ↑1 76/101(74%),다수결 ↑1 61/87(72%),다수결 ↓0 41/44(93%),배당↑팀이김 13/14(93%) (방향미확인),,,,
2026-05-26,2.0,NC Dinos,Hanwha Eagles,HOME(1),Postp,,0.75,0.555,0.445,,슬롯정배패턴(역배승 18경기(원정정배)),다수결 ↓0 60/81(71%),다수결 ↓0 82/105(78%),다수결 ↓0 93/115(79%),배당↓팀이김 14/14(100%) (방향미확인),,,,
2026-05-26,3.0,Kiwoom Heroes,KIA Tigers,HOME(1),AWAY(0),0.0,0.702,0.68,0.32,,원정 패 패턴(84%) (홈 불규칙) + 정배패턴일치(역배승 18경기(원정정배)),균형(37↑:28↓) → 불규칙,다수결 ↓0 50/83(62%),다수결 ↓0 44/63(67%),배당↓팀이김 14/15(93%) (방향미확인),,,,
2026-05-26,4.0,Lotte Giants,LG Twins,HOME(1),AWAY(0),0.0,0.845,0.47,0.53,,홈 승 패턴(85%) + 원정 패 패턴(78%) + 정배패턴일치(역배승 18경기(원정정배)),다수결 ↑1 79/97(79%),다수결 ↓0 46/53(87%),다수결 ↓0 52/55(94%),배당↑팀이김 14/15(93%) (방향미확인),,,,
2026-05-26,5.0,SSG Landers,Samsung Lions,AWAY(0),Postp,,0.68,0.57,0.43,,원정 승 패턴(85%) (홈 불규칙),균형(42↑:48↓) → 불규칙,다수결 ↑1 49/84(58%),균형(39↑:41↓) → 불규칙,배당↓팀이김 15/15(100%) (방향미확인),,,,
2026-05-27,1.0,Doosan Bears,KT Wiz Suwon,HOME(1),HOME(1),1.0,0.88,0.405,0.595,,홈 승 패턴(85%) + 원정 패 패턴(85%) + 정배패턴일치(역배승 18경기(원정정배)),다수결 ↑1 55/96(57%),다수결 ↓0 61/84(74%),다수결 ↓0 46/51(90%),배당↑팀이김 13/13(100%) (방향미확인),,,,
2026-05-27,2.0,NC Dinos,Hanwha Eagles,HOME(1),HOME(1),1.0,0.75,0.59,0.41,,슬롯정배패턴(역배승 18경기(원정정배)),다수결 ↓0 60/81(71%),다수결 ↓0 82/105(78%),다수결 ↓0 99/121(81%),배당↓팀이김 14/14(100%) (방향미확인),,,,
2026-05-27,3.0,Kiwoom Heroes,KIA Tigers,HOME(1),AWAY(0),0.0,0.68,0.48,0.52,,홈 승 패턴(85%) (원정 불규칙),다수결 ↑1 51/78(62%),균형(42↑:33↓) → 불규칙,균형(36↑:36↓) → 불규칙,배당↑팀이김 13/13(100%) (방향미확인),,,,
2026-05-27,4.0,Lotte Giants,LG Twins,HOME(1),AWAY(0),0.0,0.78,0.495,0.505,,홈 승 패턴(78%) + 원정 패 패턴(78%),다수결 ↑1 44/47(94%),다수결 ↓0 57/86(67%),균형(15↑:18↓) → 불규칙,배당↓팀이김 3/4(75%) (방향미확인),,,,
2026-05-27,5.0,SSG Landers,Samsung Lions,AWAY(0),AWAY(0),1.0,0.68,0.565,0.435,,원정 승 패턴(85%) (홈 불규칙),균형(42↑:48↓) → 불규칙,다수결 ↑1 49/84(58%),균형(39↑:41↓) → 불규칙,불명확 4/3,,,,
2026-05-28,1.0,Doosan Bears,KT Wiz Suwon,AWAY(0),AWAY(0),1.0,0.68,0.44,0.56,,원정 승 패턴(85%) (홈 불규칙),균형(41↑:40↓) → 불규칙,다수결 ↑1 96/97(99%),균형(33↑:30↓) → 불규칙,배당↑팀이김 13/13(100%) (방향미확인),,,,
2026-05-28,2.0,NC Dinos,Hanwha Eagles,AWAY(0),AWAY(0),1.0,0.75,0.41,0.59,,슬롯정배패턴(역배승 18경기(홈정배)),균형(30↑:40↓) → 불규칙,균형(49↑:55↓) → 불규칙,다수결 ↓0 27/41(67%),불명확 6/7,,,,
2026-05-28,3.0,Kiwoom Heroes,KIA Tigers,HOME(1),AWAY(0),0.0,0.686,0.49,0.51,,원정 패 패턴(82%) (홈 불규칙) + 정배패턴일치(역배승 18경기(원정정배)),균형(53↑:43↓) → 불규칙,다수결 ↓0 44/73(62%),다수결 ↓0 47/72(65%),배당↑팀이김 10/14(71%) (방향미확인),,,,
2026-05-28,4.0,Lotte Giants,LG Twins,HOME(1),HOME(1),1.0,0.654,0.495,0.505,,홈 승 패턴(78%) (원정 불규칙) + 정배패턴일치(역배승 18경기(원정정배)),다수결 ↑1 51/66(78%),균형(40↑:41↓) → 불규칙,다수결 ↓0 47/54(87%),배당↓팀이김 3/4(75%) (방향미확인),,,,
2026-05-28,5.0,SSG Landers,Samsung Lions,AWAY(0),AWAY(0),1.0,0.658,0.53,0.47,,홈 패 패턴(86%) (원정 불규칙) ※정배패턴충돌(역배승 18경기(원정정배)),다수결 ↓0 61/89(68%),균형(32↑:35↓) → 불규칙,다수결 ↓0 64/83(79%),배당↑팀이김 8/12(67%) (방향미확인),,,,
2026-05-29,1.0,Samsung Lions,Doosan Bears,AWAY(0),,1.0,,,,,,,,,,AWAY,7.0,9.0,Doosan Bears
2026-05-29,2.0,Hanwha Eagles,SSG Landers,AWAY(0),,0.0,,,,,,,,,,HOME,4.0,3.0,Hanwha Eagles
2026-05-29,3.0,LG Twins,KIA Tigers,AWAY(0),,0.0,,,,,,,,,,HOME,12.0,2.0,LG Twins
2026-05-29,4.0,Kiwoom Heroes,KT Wiz Suwon,HOME(1),,0.0,,,,,,,,,,AWAY,1.0,7.0,KT Wiz Suwon
2026-05-29,5.0,NC Dinos,Lotte Giants,AWAY(0),,1.0,,,,,,,,,,AWAY,2.0,6.0,Lotte Giants
2026-05-30,1.0,Samsung Lions,Doosan Bears,HOME(1),AWAY(0),0.0,0.88,0.43,0.57,,홈 승 패턴(85%) + 원정 패 패턴(85%) + 정배패턴일치(정배승 18경기(홈정배)),다수결 ↑1 62/79(75%),다수결 ↓0 67/88(74%),다수결 ↑1 65/83(76%),배당↑팀이김 8/9(89%) (방향미확인),,,,
2026-05-30,3.0,LG Twins,KIA Tigers,HOME(1),HOME(1),1.0,0.75,0.39,0.61,,슬롯정배패턴(역배승 18경기(원정정배)),다수결 ↑1 50/87(57%),다수결 ↑1 59/76(75%),다수결 ↓0 55/75(74%),배당↓팀이김 10/11(91%) (방향미확인),,,,
2026-05-30,4.0,Kiwoom Heroes,KT Wiz Suwon,HOME(1),AWAY(0),0.0,0.75,0.345,0.655,,슬롯정배패턴(역배승 18경기(원정정배)),다수결 ↓0 68/104(65%),다수결 ↓0 42/57(75%),다수결 ↓0 53/89(61%),불명확 5/7,,,,
2026-05-30,5.0,NC Dinos,Lotte Giants,HOME(1),HOME(1),1.0,0.71,0.47,0.53,,원정 패 패턴(85%) (홈 불규칙) + 정배패턴일치(정배승 18경기(홈정배)),균형(55↑:51↓) → 불규칙,다수결 ↓0 47/71(64%),다수결 ↑1 46/68(64%),배당↓팀이김 10/14(71%) (방향미확인),,,,
2026-05-31,1.0,Samsung Lions,Doosan Bears,HOME(1),HOME(1),1.0,0.815,0.58,0.42,,홈 승 패턴(85%) + 원정 패 패턴(78%),다수결 ↑1 43/59(69%),다수결 ↓0 27/30(90%),균형(36↑:26↓) → 불규칙,배당↓팀이김 10/14(71%) (방향미확인),,,,
2026-05-31,2.0,Hanwha Eagles,SSG Landers,AWAY(0),HOME(1),0.0,0.75,0.595,0.405,,슬롯정배패턴(역배승 18경기(홈정배)),다수결 ↓0 67/85(80%),다수결 ↓0 55/83(66%),다수결 ↓0 49/75(67%),배당↑팀이김 11/15(73%) (방향미확인),,,,
2026-05-31,3.0,LG Twins,KIA Tigers,HOME(1),HOME(1),1.0,0.75,0.575,0.425,,슬롯정배패턴(정배승 18경기(홈정배)),다수결 ↑1 33/58(55%),다수결 ↑1 53/69(73%),다수결 ↑1 63/88(70%),배당↑팀이김 5/8(62%) (방향미확인),,,,
2026-05-31,4.0,Kiwoom Heroes,KT Wiz Suwon,HOME(1),AWAY(0),0.0,0.624,0.41,0.59,,원정 패 패턴(78%) (홈 불규칙),균형(46↑:57↓) → 불규칙,다수결 ↓0 46/64(73%),균형(31↑:29↓) → 불규칙,불명확 5/5,,,,
2026-05-31,5.0,NC Dinos,Lotte Giants,AWAY(0),HOME(1),0.0,0.71,0.555,0.445,,홈 패 패턴(85%) (원정 불규칙) + 정배패턴일치(정배승 18경기(원정정배)),다수결 ↓0 52/92(56%),균형(46↑:40↓) → 불규칙,다수결 ↑1 47/79(59%),불명확 6/8,,,,
2026-06-02,1.0,Doosan Bears,Hanwha Eagles,HOME(1),HOME(1),1.0,0.71,0.49,0.51,,홈 승 패턴(85%) (원정 불규칙) + 정배패턴일치(정배승 18경기(홈정배)),다수결 ↑1 69/95(71%),균형(36↑:37↓) → 불규칙,다수결 ↑1 53/81(66%),배당↑팀이김 13/14(93%) (방향미확인),,,,
2026-06-02,2.0,KIA Tigers,Lotte Giants,HOME(1),HOME(1),1.0,0.71,0.45,0.55,,홈 승 패턴(85%) (원정 불규칙) + 정배패턴일치(정배승 18경기(홈정배)),다수결 ↑1 55/71(75%),균형(57↑:46↓) → 불규칙,다수결 ↑1 51/83(60%),배당↓팀이김 6/8(75%) (방향미확인),,,,
2026-06-02,3.0,SSG Landers,Kiwoom Heroes,HOME(1),AWAY(0),0.0,0.75,0.58,0.42,,슬롯정배패턴(정배승 18경기(홈정배)),다수결 ↓0 63/82(78%),다수결 ↓0 69/100(69%),다수결 ↑1 51/76(67%),배당↓팀이김 8/12(67%) (방향미확인),,,,
2026-06-02,4.0,KT Wiz Suwon,LG Twins,HOME(1),AWAY(0),0.0,0.75,0.485,0.515,,슬롯정배패턴(역배승 18경기(원정정배)),균형(35↑:29↓) → 불규칙,균형(36↑:32↓) → 불규칙,다수결 ↓0 49/70(71%),배당↓팀이김 11/13(85%) (방향미확인),,,,
2026-06-02,5.0,Samsung Lions,NC Dinos,HOME(1),HOME(1),1.0,0.88,0.585,0.415,,홈 승 패턴(85%) + 원정 패 패턴(85%) + 정배패턴일치(정배승 18경기(홈정배)),다수결 ↑1 45/73(63%),다수결 ↓0 88/113(76%),다수결 ↑1 51/68(72%),배당↑팀이김 8/13(62%) (방향미확인),,,,
2026-06-03,2.0,KIA Tigers,Lotte Giants,AWAY(0),AWAY(0),1.0,0.815,0.495,0.505,,홈 패 패턴(85%) + 원정 승 패턴(78%),다수결 ↓0 48/83(58%),다수결 ↑1 62/92(69%),균형(41↑:40↓) → 불규칙,배당↓팀이김 9/14(64%) (방향미확인),,,,
2026-06-03,3.0,SSG Landers,Kiwoom Heroes,HOME(1),HOME(1),1.0,0.75,0.505,0.495,,슬롯정배패턴(정배승 18경기(홈정배)),다수결 ↓0 56/81(69%),다수결 ↓0 47/74(60%),다수결 ↑1 51/71(68%),배당↓팀이김 13/13(100%) (방향미확인),,,,
2026-06-03,4.0,KT Wiz Suwon,LG Twins,HOME(1),HOME(1),1.0,0.815,0.47,0.53,,홈 승 패턴(85%) + 원정 패 패턴(84%) ※정배패턴충돌(정배승 18경기(원정정배)),다수결 ↑1 64/82(75%),다수결 ↓0 45/69(70%),다수결 ↑1 38/61(60%),배당↓팀이김 7/11(64%) (방향미확인),,,,
2026-06-03,5.0,Samsung Lions,NC Dinos,HOME(1),AWAY(0),0.0,0.85,0.655,0.345,,홈 승 패턴(85%) + 원정 패 패턴(85%),다수결 ↑1 66/112(61%),다수결 ↓0 65/111(59%),균형(37↑:40↓) → 불규칙,배당↑팀이김 12/13(92%) (방향미확인),,,,
2026-06-04,1.0,Doosan Bears,Hanwha Eagles,HOME(1),HOME(1),1.0,0.594,0.455,0.545,,원정 패 패턴(78%) (홈 불규칙) ※정배패턴충돌(역배승 18경기(홈정배)),균형(44↑:34↓) → 불규칙,다수결 ↓0 34/62(57%),다수결 ↓0 53/86(61%),불명확 0/0,,,,
2026-06-04,2.0,KIA Tigers,Lotte Giants,HOME(1),HOME(1),1.0,0.702,0.53,0.47,,원정 패 패턴(84%) (홈 불규칙) + 정배패턴일치(정배승 18경기(홈정배)),균형(28↑:30↓) → 불규칙,다수결 ↓0 45/79(56%),다수결 ↑1 39/65(59%),불명확 0/0,,,,
2026-06-04,3.0,SSG Landers,Kiwoom Heroes,HOME(1),HOME(1),1.0,0.75,0.51,0.49,,슬롯정배패턴(정배승 18경기(홈정배)),다수결 ↓0 30/38(76%),다수결 ↓0 30/37(80%),다수결 ↑1 64/81(76%),불명확 0/0,,,,
2026-06-05,1.0,Doosan Bears,Kiwoom Heroes,HOME(1),HOME(1),1.0,0.54,0.54,0.46,,ML예측(홈=54%) [06-03 무승부(N) 이력 반영],다수결 ↓0 49/78(60%),다수결 ↓0 30/37(80%),다수결 ↑1 44/72(63%),배당↑팀이김 15/15(100%) (방향미확인),,,,
